,title,heading,content,tokens
25,3,Personal projects vs TMG," Yeah. And you have payroll and people or like a mortgage and you're like, yeah. Well, I could experiment or I can just do the thing that works. I think we tend to do it on our individual channels. Yeah. We are working on some stuff though. And we, but yeah, but I guess like it's a two part answer. So we are working on stuff between us. But because now we have to factor in the network and how that plays out like it's a much harder thing to pull the trigger on. Yeah. We definitely have to have deeper conversations about, okay, how does this impact the money? We also don't want to do anything that impacts our ability to support the other shows that we have want to make sure they're taking care of. So there's that aspect of it. And then so I think it's easier sometimes when we individually are like, I wonder if this will work and we can try like some version of it. And then we can almost like proof of concept, some idea and then we can bring that to the network as well. So I think we have two avenues for that still got it. I was just going to say I think we're also pretty good at like taking calculated risks. Yes. Yeah. I think that's like just starting on Patreon as a good example. Like that allowed us to fund the podcast in the beginning and then get a studio and make those take risks with our content and stuff like that and try different things because we knew we had a little bit of a safety net in terms of. And we're good at doing that now. It's like we're never going to stop the main money maker as the podcast. But as long as that's going, then we can mess around with Cody and Noel Dues and try moment house shows and like really try to develop new formats. Yeah. Do you guys talk about or do you have to talk about like how you're going to experiment personally or you're always aware of that just in case you're like, you know what? Actually that would be good if we do it on TMG. Yeah. Not really because I feel I don't feel anything is really sacred anymore unless you know start some extremely unique series to yourself. But I think if you're just throwing out general premises, I think it doesn't matter because I did like this entire game show that no one gave a shit about and it's fine because we just repurposed a lot of it. I thought that was funny. Oh, thanks dude. Yeah, I remember that. I was great. Well produced. Thank you. Yeah. But in doing that, it was dope because I learned so much and then I was able to just say, oh, we could repurpose this aspect for like a Cody and Well do or, oh, let's do this concept and I know it'll work because we worked on these things peripherally and we can adapt it into that. So when it comes to like the stuff we do together, it's always going to be unique because it's just us too. Yeah. You know, even if Cody does some video concept by himself, if he does it with me, it's automatically different. So yeah, I don't think that anything is like super awful. Or it's never a situation of like, you fucked it. If we just did it together and instead of by yourself, you know, it would have worked better. It doesn't matter. Was it ever a point where we're can together where you guys felt like your identity was so wrapped up in two of you working together? It's too late for that. Just too late. Because I feel like for us, it's that way 100%. Our brand is not, it's our names. Yeah. Yeah. I think we're at that point to a certain extent, where certain people only know the stuff that we do together and forever will get comments on our individual channels that is like, where's the other guy? Yeah, yeah. The other guy's like, comparison all that shit. But we're also pretty careful in maintaining our own individual stuff. It's like a sanity thing. It's like we're both creatives. So if we don't have a medium outside of TMG to experiment and work on our own stuff, I think we'd both go insane. Yeah. Yeah, because I think you, that's a weird thing that people don't, I think, really see, is that when you do a lot o",926
26,3,Cody Ko on creating uninspired work," of creating YouTube videos and maybe feeling uninspired or not as inspired to me. Yeah. I don't want to put words in your mouth here. But I think that's something like a channel you're at least responding to. I'm one of your streamers. Are you saying my videos all right? Is that what you're saying? No, yeah. No, it's definitely something that I've been feeling lately. I think like we both go through those, definitely. Zones where it's just like this whole world is up and down and up and down. You know, and there's some moments where it's just like, fuck, I just, everything I do feels dry. It feels like it doesn't have a soul or a purpose. And I think I'm a big fan of like momentum. And when it feels like something's working that really excites me like, like that I like it, but also other people like it. And you know, for a while, I just like wasn't finding that. And that's those moments where you have to sit back and just reevaluate and be like, well, it's just because I'm doing the, I'm doing the same thing and expecting different results. Right. It's like, but that's also what YouTube, like you're expecting a different emotional result. But like from, but as Tony and his member, it's like, I, I can only watch someone do one thing for so long. And that's like four years, you know? That's the period where it's like, okay, if this guy doesn't grow or evolve to the next thing or find something else, like I'm gonna fizzle out as an audience member, which you see happen all the time.",360
27,3,The absurdity of YouTube," And I think that's one of the reasons why we've been able to like, you know, survive this long in this industry is because we keep trying to things and we keep evolving and learning and trying to better ourselves as, you know, creators. How much of what's happening on YouTube at large affects the decisions you guys make, like in your personal content on TMG, we were talking yesterday again about, it's hard when you look at YouTube and someone who's brand new will upload a video that's like, I traveled to every country in the world and that's their first video. Like that's the fault. Like that's the fault about it. Yeah. We talk about it a lot because like, we're, you know, we're having these conversations, like I said amongst ourselves about, you know, new formats for TMG and experimentation. And then we're, but we're like, what the fuck do we do? Because all of a sudden this, I see this video from this kid and it's like, I went to every Gordon Ramsay restaurant in the world. Yeah. This is like his fourth YouTube video ever. He must have spent 50 grand on it and then he edits it down to like four minutes. Yeah. How the fuck are we supposed to compete with that when that's the new bar of success on YouTube? Oh, bar car, man. You know? Yeah. Wait a minute. Wait a minute. Wait a minute. I've been saying it for years. Yeah. Let's blow up a car. No one's on the same team for years. Yeah. No, I think, well, I couldn't have talked about this before in our podcast, but the way I kind of boiled it down, which I think is really funny is everyone is speedrunning their YouTube career. So they're doing this really intense concepts right away. Yeah. And you can only visit so many restaurants all over the world, so many times. Before Cafe. Yeah. What did I just say? Great. Just on a TV. That's fine. But I do think there is something to be said about how the algorithm is motivating absurdity. Before it used to be like, look at this goofy movie that I saw. Now it's like, I watch every movie from this director. Now, you know. And it's on me. I was like someone's eye. Yeah. Yeah. I don't think it's necessarily sort of interrupt, but I don't think it's necessarily the algorithms fault. It's just because people are so much shit that that's what you've seen everything. Wow, this is something new. Yeah. Yeah, people have seen everything. So that's where, yeah, I think it comes down to doing crazy shit. Like that's really all that's left. Like some of the ideas I've come up with for us, the two of them are like, oh, how the fuck do we pay for that? I'm like, we find a way. Yeah. Yeah. Yeah. It's really funny. I just have to say guys, I said blow up a cart. I didn't even say it. Cody said it twice now. Right. And the way they smiled, I'm just saying. Yeah, yeah, yeah. I'm just saying. And again, like this is serendipitous that we have a car for you. Yeah, yeah, yeah. It really is. Yeah. I think we manifest a bit more. I think this is the lead out to this moment. I think the biggest key to our career is actually this book called The Secret. I don't know if you've heard it. We just manifest it being a media executive. Right. Right. That's how we did. Yeah. But you know what? One genre that feels like it's still kind of holding strong or like a lot of it has been, like it's not as crazy is the commentary genre. Like the reaction. Yeah. It's like Drew Goodin or Jarvis Johnson. Yeah. Yeah. There's something, especially Drew, it's like for me, I find it's own enjoyable to just sit and listen to his like kind of intellectual analysis of something. But even his videos have gotten a little bit crazier. Like when he's buying every ad on Instagram, that's the series that's hitting. Like that's a, that's a, you know, comparison idea. Yeah, compared to sitting at a computer and reacting to something. Yeah. That's not way way to it. It's like you can tell how much effort he put into that and money too. Like he's buying a business, you know? What? For the Ninja Dio",968
28,3,Why podcasts?, investing in like not not suggesting building like a network of YouTube creators but building a network of podcasts and yeah. Podcasts has that held a little is that held a little bit more sacred than like the pace at which things are moving on YouTube and in social versus like Joe Rogan's been podcasting for how many years like is that is it a more stable creative environment that audiences are like yeah. Yeah. Yeah. Yeah. But thanks. Yeah. I think this is something that again like we weren't super intentional about in the beginning it was like podcasts is working for us. Got it. It's really lucrative. So it would make sense for the for the first thing that the people do that we sign is to do a podcast because we know the world so well. Yeah. We already have these relationships where we can monetize it. So this makes sense. Right. Yeah. But now we're in this interesting place where it's like you know we're really good at making video podcasts. Yeah. It is it is somewhere where it feels like YouTube is moving more in that direction like you just see these for sure. Our long live streams from people where it's just a full on show. It seems like more and more of those are coming out and people enjoy watching those longer form video just unscripted. But now we're in an interesting place where like if that's the first move that we make and they're building an audience on their own then they can start to do kind of whatever like more short form YouTube videos. You know sketches if they want and we'll produce them. Yeah. So I think that's kind of an interesting future that we're sort of looking towards is is yeah we're signing podcasters but we're really signing creatives who really believe in and just giving them a platform to do whatever they want. Yeah. Outside of a podcast you know. You guys open and talking about like the terms of a deal when you bring a new creator in.,402
29,3,Why TMG Studios is different than other networks," I always think it's interesting when like creators build a network because they have the perspective of what it would be like if they went in themselves. I mean these things that are important. It's tough to go into like a super niche detail. The thing is we actually kind of extrapolate parts of that to other people because we want to maintain the creative relationship with the people there. So we some of those conversations we do leave between like their people and our people kind of thing. I think the only thing we try to do is we do have aspects of the contracts or the agreements that we help build and we're really keen on just making people happy. Yeah. We because we've been on the other end where people offer us some pieces of deal and we're like it's like fuck you man like you don't even respect like what like me is a person building up what I've built and then bringing it to you. You know I'm not bringing it to you for you to just fucking cannibalize it and like ruin me. So yeah that's kind of been our motivation with like trying to you know build sets and create like a visual aspect that feels very you know like oh when you come here to do your show we like we care and there's going to be energy put into that. I think that's like the most important part of this next chapter of networks and media companies is that you guys have spent years and are continuing to spend years making the stuff like yeah it's highly unlikely that some of these the exact media executives at Quibi made short form content. So like even like executives at YouTube they don't make YouTube videos right so a lot of people who like when they were making decisions on YouTube originals like yeah they're just kind of they didn't know what works on YouTube because they never felt what it's like to be true film themselves and put it out like they don't know that experience. I think the empathy from a creative yeah for me if we're gonna sign with with anyone like I want it like when we got to sit down with the retineling you hear from them and you're like oh you know what this is like yeah that's true yeah you know way more what this is like than we know you know you've you've done this and I think that's a lot of the value when you look at young creators looking at TMG yeah it's like yeah they know they know what I feel like they know what it's like to press upload or to you know yeah there's that and like we also are really really keen on because you know not it's not to shade anybody but we see other podcast networks and their whole racket which is get as many people in here and pump them all to the same studio and let's see what sticks and I just think that's such a diss to the people who have built up what they built and you're just forcing them to you know oh yeah create this thing that you love in this extremely sanitized vanilla space that you can't affect your own none no this is great yeah it's like no no this is like there's not nothing the wall so no I mean to more like just sticking creators like onto like a table or like two chairs of the television and maybe I just thought your logo up there it's fine Yeah, you know, I think we like it's an assembly line. It's like I like that you call it like they like they we've never heard that term in a long time. Yeah, racket. Yeah, like a gangster movie. That's why they were new word. I love the idea of podcast network racket. Yeah, yeah. Everybody's a racket. So I think no, I mean, I'm a very I'm a very I tend to be very jaded about things. So when you zoom out like you mentioned that you know some of your day to day and the problems you're facing, you're trying to solve the problem in front of you, but trying to have that that zoomed out vision on where you headed. Where what is that? Like what is the zoomed out vision on where TMG studios is headed? I think I think we I think ultimately it's it's tough to say because we're",858
30,3,"The Future of TMG, Cody Ko and Noel"," still experimenting. But I think the the ideal goal is that we have a roster of people that are just providing like really good entertainment and the the money that people are paying they feel it's the exchange is yeah is worth. I think and we want to enable them to to like yeah, you know reach their full potential. Yeah, and and do more like we can bring people on as podcasters, but if out of that they say hey, you know, is it possible to get some funding for this type of content or you know, we want to try these different avenues. We want to be in a position where we can green light stuff like that and just build like a nice ecosystem of just, you know, just creative people. I think that's but that's even like one to two years. Yeah, I think we're on our way to doing that. Yeah, hopefully I think five to ten years is like it would be really cool for us to be running, you know, a bigger scale media company where we're, you know, buying the rights to movies and making making those, you know, it's not just podcasts. I think podcasts are really great starting point. Yeah, I think we're going to take that really seriously. Yeah, for as long as we can, but I would love to scale outside of that niche and, you know, it would be cool to run like a full scale media company. Does that align with you guys creatively too? Like as TMG. Yeah, things like that. Yeah, yeah, yeah, obviously there's been music. We're working on stuff right now. Yeah, cool. Yeah, yeah. That's not same vein. So that's really cool. Yeah,",353
31,3,The TMG custom site," because I was curious about like, okay, you bring on another show like you guys are working really well as like you've built this model where you have a Patreon, but you guys actually like custom built this site and when it launched to be honest, I was like taking it back by it. Well, it's like, well, shut up. Fourth one. Yeah, yeah, yeah, those guys are really impressive. Yeah, they're impressive. Yeah, I mean, they're they're amazing. Yeah. When they reached out, you know, immediately the relationship around the bat was just like, I don't know, they were like just so generous. Yeah. Like they're like, hey, we, you know, and again, it was like it was like a creator first sort of mindset where he was like, I have, I know, you know, what you're looking for and we will build this site for you. You know, all you need to do is try to convert some people on. We were like, absolutely. We'll do that because it makes sense. Like it would just align with our vision. Like we wanted to end up in a place where we had multiple shows on one platform. Yeah, we could have done that on Patreon, but you know, it wouldn't have been branded. Yeah, I think that's the main thing. The way that they made down the weeds and create features that teams you studio.tv listeners really want. And I'm sure the best part about your new site is that you don't know fourth wall was involved. Yeah, that to me as a fan of you guys. I'm like, oh, I feel like I'm in my own space with you guys. To be fair, they they pretty much are because fourth wall is just kind of supplying like a code base, but like at the end of the day, we we have so much control over like, hey, can we add this feature and hey, can we enable this for people when they comment? And it's a very, you know, it's a great relationship because we get to give them good ideas. They get to give us good ideas. So in that way, I'm sure what we're developing for us isn't one to one with other people. And so it does end up feeling like this very personalized experience, which is really dope. It's cool. Yeah. Is the, and that was tmgstudio's.tv is the way I want to show it out or was that take that. That's Joel Park. Okay. It gets me every time. Is the is the immediate like next step for TMG more shows or is it like more creative with the current cast of of characters in the current world? Yeah. Yeah, that's the next step. Yeah. Should we stop there? Yeah. It's a it's a mixture. I do, you know, not because I sleep next to her, but I do have to quickly shout out my fiance, Alina. She's she's helped us at many stages, like kind of, you know, directly kind of through me or like in meetings with us, she'll kind of throw ideas out. She's been really helpful in the way of like, you know, sometimes I'll sit there and I'll the fuck me and Cody like need like a new type of concept. She has like a lot of production experience like she used to produce for Apple and so she's been really helpful in the way of like, oh, if you guys want to try this, I will produce it for you. And so that has been greatly helpful in figuring out, okay, what things do we do next? Like the thing we shot last week, I'm really stoked on that. Can we talk about it? Yeah, let's just talk about it. Let's do it. We're gonna. Yeah. It's gonna be so we're like, we're gonna do a moment house show and we essentially she helped like produce a fucking mashup of like survivor, the challenge and what else would it be? It'd be like a little bit of a, it's mostly those two, but I love the challenge. Yeah, yeah, yeah. She produced an original show. They used to be like a mix of these things. Yeah, because we like contestants. It's kind of because what it started with is Cody and I were like, we want to chew on something different, but we don't, we want to do it our way. And you know, so I was talking to her and she was like, well, you know, people like it when you guys interact, like, but they like it when you compete clearly because of all the Cody and well ",975
32,3,How to work for Cody Ko \u0026 Noel Miller," word. It's a good combo. Yeah. It presents a lot of opportunities. Yes. Yeah. It does. Yeah. Yeah. Yeah. You open up both sides. Yeah. There's the comfort of Colin and the exotic nature of me. Yeah. Yeah. And you're deemed safe next to Colin. Right. I've literally said that though before. Yeah. It's good that you're a paramount because I'm yeah. Yeah. That's it's harder. All right. If you're in an ethnically direct relationship. Yeah. But are there any other outside of that? I don't want to do a true crime show. Yeah. But like some funny angle on it. We have to be comedy but make it unique because there's so many true crime shows right now. Yeah. But I yeah, I really want to do that. That feels like just like a winning formula. How does like podcasting revenue break down? Like,",195
33,3,How TMG Studios makes money," you know, between I guess membership, ad sense, brand deals, our brands of deals still part of that, like a significant part of that world. Like how do you guys look at that? Yeah. I mean, with the ad reads that we do, it's it's all I would say obviously are our subscribers. Those are the people that we really put at the front in terms of priorities because they're the ones listening every week. They're you know, paying every month. We want to make them happy. To what website? TMGStudios.tv. Okay. Got it. Yeah. Yeah. And which you know, you and you can learn more by just going to TMGStudios.tv. Right. About the service that we offer. And then you actually don't, you know, we'll do ad reads but those aren't you don't hear those on TMGStudios.tv. You know, that's just a completely, you know, the episodes are ad-free on TMGStudios.tv. Yes, they are. There's actually other ones. There's bonus content on TMGStudios.tv. Yeah. Yeah. Just surrounded by media executions. Yeah. Yeah. Yeah. Sorry. Yeah. Corporate America. Yeah. Yeah. Yeah. Yeah. Yeah. But, uh, yes, you know, those brand deals and then ad sense, we don't prioritize that or like we don't concern ourselves with it too much. Um, it is, it is important. Yeah. But, um, podcasts, podcasts-wise, we don't make that much ad sense. But when we do a code, you know, I'll do, we make decent ad sense money. Yeah. Not enough. Like they, they cost it, it costs a decent amount to produce those. So, usually with ad sense, we'll break even or make a little bit of money on ad sense if we do a code and we'll all do nowadays. Before we used to make a ton of money, but like they get less views now. So we kind of break even and then if we do a brand deal, that's when we, like in that video, that's where we actually profit. Yeah. We got it. Yeah. It's interesting. Do either of you guys like live in your YouTube studios or do you guys not really care about those? Like just check your analytics all the time. I check it pretty often. Check it often. Uh, I just try to remain sane. Yeah. So I, I had to delete it off my phone. Yeah. Yeah. Yeah. I was like, I don't, I don't need to know. Yeah. I just upload and I just either ask Alina or my production assistant, Alina manages a lot of my YouTube stuff. So I'm like, is it good? She's like, yes. And I just go, no more, no more. It's just us now. Yeah. Were there any like, oh,",624
34,3,Partying with Elon Musk," shit moments collectively with you guys, whether it was a deal for a certain amount of money or like a milestone in your career, like a cultural moment, whether it was like on hot ones or something like that, any moment where you to like reflect back and it was just at the time, like a holy shit type of thing. I think the biggest those shit moments still was being an Elon Musk party house. Yeah. Yeah. That was like, yeah, actually, it was, yeah. Or when we like went and went to Europe with Post Malone, and yeah, recorded a podcast episode with them and went to like five of his shows, and then like that was a pretty wild, like few weeks. But yeah, when we were actually in the Elon Musk's house, yeah. And there was a moment like after we left where we were both like sitting on the curb, like children, like waiting for an Uber at 4 a.m. outside of Elon Musk's house. And we were just like, what the fuck just happened? How did you get invited to Elon Musk's house? One of Post Malone's high school friends introduced him to that's cringe. And then he just followed us on Twitter. And he just DM, he just DMed us. And then I was like, I appreciate the follow man. He just sent me his number. And he was like, let's hang out. I'm okay. So he put us in a thread. He was flying back from tour. He touches down in LA. We go meet him at a bar. We're hanging out. And then he goes, don't we go to Elon's? And we laugh. We're like, and he goes, yeah, let's go. And we're like, okay. He's like, I'm texting him right now. We're like, he just, he just turns his phone to us. Sure. Yeah. It's like it's true enough. It's like Elon Musk. And we're like, what? Oh, this is for real. You actually want to go to, he's like, yeah, let's go right now. Yeah. And yeah, we pulled up to his house and him and Grimes were standing on the driveway. Just like with lanterns. Yeah. Kind of checking out. Yeah. Yeah. That checks out. Yeah. That's super strange. Five. Yeah, it proceeded to be a very, very weird night. A P to one of the bathrooms. And I took a picture of me in the mirror. Like, I'm pissing in Elon's bathroom. You hung out for a minute. And then it got to a point where we were like, it's time to go. Yeah. Yeah. We go. It's like, where are you? We're at Elon Musk's house. It's hard to explain. Yeah. Yeah. And then before I am, we're waiting for an Uber just laughing. Like, what the fuck? Yeah. That's a wild moment. Weird. Really. I think you talked about Cody. Also like Jack Harlow at one point, starting to you and being like, like being a fan of the content. Is that, is that like more, did you talk about that? Yeah. I mean, we had, uh, texted because I've been a fan of his music for a long time. Yeah. Um, and so we somehow we like started, I don't even know how we like met or started talking initially. But I think I don't even know how, but we used to text and send DMs back and forth and stuff like that. And then, um, I did this like TikTok, like making fun of the one of the lines and his new song. Oh, yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. I got some echo chill and he was like, Oh, I mean, I saw that TikTok and I was like, Oh, fuck. Yeah. Is that cultural impact? They're like crazy that these like, I don't know, like, I think that's more, I think that's just a testament to the power of TikTok more than it is. Yeah. Our impact. You know, I think it's just like, if you make a TikTok about something, chances are, or somebody chances are they're going to fucking see it. He's got it. Everyone sees it. You know, yeah. I mean, um, it was cool when we went to Louisville. Uh, Jack put us in touch with like some of his childhood friends. Yeah. Yeah. That's where we're friends with his like immediate group of people. We have to talk to him in a, in a while. Yeah. That's a huge blue ace two for one. You know, uh, if you have to see this, um, yeah. Now they, uh, they, we hung out with them and, and uh, but yeah, Jack's been nice to us. Mm-hmm. He didn't follow either of us after you climbed them. So, okay. That's good. I think he actually thought it was funny because he was like, I thought that was funny. I was like, thanks. Yeah. He walked off with nine bodyguards. All right. Thanks. Thanks. Thanks. Thanks.",1105
35,4,MrBeast on increasing retention," Like if it's not, then it just wasn't a good enough video in my opinion. Right. I mean, even the videos we did that were your most viewed videos could be way better. Right. What do you think gets us to a million subscribers? Well, subscribers is an arbitrary. Okay. So a million views. No, you should ask me what helps us make the best views possible. Okay. So you guys should ask me subscribers don't matter views don't matter. I mean, they do. Yeah. But all that comes, everything you want as a creator comes from making the best videos possible and thumbnails. But it's easier to, you know, make thumbnails. The video parts, the hard part and that's the thing that you're known for. No one's known for having no one's like the biggest YouTube in the world because they have the best thumbnails, right? It's also because they have great phenomenal content. You know what I mean? Like that's the hard part that very few people do well. And that's what people remember. You know what I mean? You're not going to have some random dude when you're walking down the street of Paris go like, yo, that's the guy with the great thumbnails. You know, they're going to be like, no, that's the guy with the phenomenal videos that whatever, you know, held his breath for 40 minutes underwater or things like that. So that's a tip for you guys. But also you guys watching ask how can I make my videos better? Do that every single day for years. And then you'll probably get views. I feel a lot like if we put out a video and we're frantically changing thumbnails afterwards, we're already way too far gone. Like, not that it doesn't help to change your packaging, but I know when we have a really good video. Like I know it's really good and the title and the thumbnail. If you want a video and you're not like, you're not like, this is a banger, this is going to bang no doubt in my mind. Even though you're going to be wrong 9% of the time, then it's not a good enough video. You still have to have that feeling even if you should have spent more time thinking about that. Like the audience tell you you're wrong. Don't put it out when you already know you're wrong. Exactly. Yeah. Yeah. You know, because you have some videos you have in our fun. Well, if it's 10 out of 10, yeah, and it did worse than your other 9 videos. And it's like, okay, but you have videos you don't even upload sometimes. Definitely. I mean, you just, the thing is like, it's a lot harder for us because like what we're doing are big productions of those span of months, things get distorted. I visualize the giant amount of money and this and someone scooping it up in a tractor and then you do it. And it's not as epic. You're like, oh, this is kind of lame. You know what I mean? So it's just, I just watch it, honestly. And I just like, if there's ever a moment where I'm even slightly bored, I'm like, cut it. And if there's something where I'm not just like, wow, you know, like the whole time, then it's like, don't upload it. It's not good. And does it weigh on you at all that you're like, man, but we invested over 100 videos in my life. Like completely filmed. I've spent probably, I don't even want to pull number on it, but I'm godly about some money on videos in real life that don't get uploaded. I don't give a f***. Best video possible or get it out of my face. I don't care. What's the last video you did in Nuffload?",823
36,4,MrBeast's hardest videos to make," Well, this one is kind of on the fence. We're re-editing it. But if you never see it, then we did a video where we built like 10 sets and I built like 10 rep because of banks. It was robbed this bank. I'll give you $100,000. And then so like bank, vote number one, the boys had to break into the bank and whoever broke into the bank first got what was inside the vault's empty. And I'm like, so this vault's empty and some of the other vault's empty. But one of these vaults when you open it will get 100 grand. So they had to break into a bunch of banks and all of them were empty. And then after like nine ones, the tenth one, which they're like, none of these banks have the money in. They finally break in. I think I don't want to spoil it, but one of the boys broke in. And then they open it and there's $100,000 in cash. It's like, congratulations. You robbed the correct bank. And it's cool, but the sets were a little bland and the bits weren't as funny. And I didn't think it was as good as it could be. But hopefully, we're like on our twelfth at it. Hopefully this one maybe fixes some of the problems I'm having. What's the hardest video you've ever made, whether it came out on the channel or not? Oh boy. Oh, well, let's see. Oh God, Tariq, you have any inspiration throughout me? Yeah, I mean, I mean, team trees was, I mean, I enjoyed it, but that was, that was a ton, man. I mean, me and Mark Rover worked on that for like eight months leading up to it. I don't want to overestimate it. Maybe it was seven or six. And I was like, it started with me wanting to plant a million trees. And I was reaching out to all these YouTubers that do environmental stuff. And the gist was just like, you're crazy. You're like, this just isn't possible. You just can't plant a million trees. They're like, it takes like hours to plant like a hundred. And they're like, what are you thinking? And then I'm like, yo, Mark, can you build me something to plant trees? And like, some me and Mark are like scheming how to plant a million trees. And then I was closing it on 20 million subscribers. And I did like this thing where I gave my three-minute subscriber pennies, four-million subscribers like popcorn, five-million blah blah. And someone on Reddit was like, you should give your 20 million subscribers, or for 20 million subscribers you should plant 20 million trees. And I was like, Mark, I know a million is impossible, but get this. Let's plant 20 million trees to celebrate me hitting 20 million subscribers. And he's like, you're a f***ing idiot. And I was like, let's do it. And then we're like, you know, as we ran down the rabbit hole, we're like, there's no world where we're doing this. And then we're like, well, what if we gather all our fans? And we do like different events and plant them. And then we're like, nope, that would still only plant like 100,000. Like that won't work. And then we're like, like, okay, well, what if we pay people to do it? And then, or what if we do seed drives? What if we have our fans buy seeds? We sell seeds at cost. They buy it, they plant it in their yard, and then we do research for a month. And we're like, it's an innovation species. You could do more harm than good. I don't know if I trust 14-year-old Billy to understand whether or not they can plant that next to a pine tree. So then we're like, and we're going on for months on months. We're just figuring out how the hell we plant 20 million trees every week we're having calls. And then we, I don't remember how well we got connected with the Arbide Foundation. They've planted, like, I don't know the exact number, but I know it's over 100 million trees. They're experts. Like, this is what they do. And they're just like, yeah, we can plant a tree. They told us their cost and we were like, can you get it down to a dollar? And they're like, I mean, yeah, at scale, we could plant a tree for a dollar. And I was like, boom, there you go. And we were like, okay, all we need is $20",1006
37,4,MrBeast on Emma Chamberlain," And like that is a skill being, like I couldn't do that. Or if I did, like it wouldn't be so off the cuff. Like she, she's just an actually witty and funny person. Like Chris, in my videos, one of the wittiest people I've ever met in my life. Like you could just drop this gatorate bottle and he'd say something. I'd just make you laugh like crazy. And it's like, where did that come from? Right. But at the same time, you're limited by personality. Like she's doing well. She's, you know, top 1% of creators. But I mean, how many views a month? Like 40 or something? Like it's great. It's phenomenal. But it's like there's, she's tied down to her personality. If you don't like Emma, then you're not going to watch her videos. You know what I mean? And so there's only so big that can take you. And even if you do get super big, it's like literally just all on your shoulders. It's a lot of weight and a lot of pressure. So that is a lot of pressure. Because the product of the video is your personality. Well, yeah. Because if you're depressed or you're going through stuff, you know, it's harder to make videos, you know what I mean? But yeah, at the same time, like, you know, a lot of people just enjoy making that type of content. So yeah. That's true. Yeah. You need to be in a good mood to film a video. And you kind of say, you said, like, I don't really have a choice. Because if I don't, then I just burned half a million dollars. Yeah, on some videos here. But also your format lends itself that you don't always have to be in a good mood. Because like it's the story work that went in beforehand that ensures the reaction. Whereas like for Emma, she probably doesn't need to be in a good mood. Exactly. Like she does have to be in a good place for her personality. It's like two drastically different creators. Mm-hmm. Yeah, it's almost like, do you try and take out a lot of those variables when you're planning a video? I don't know. I just do whatever I think will make the best video possible. I mean, I hate to always fall back on it, but that's the driver. It's just whatever I think will make the best video possible. Like if I thought telling people more about myself or being more personal and make the video better, I would do it. But I think most people, like for the most part, like they want to see me run for an FBI agent. They don't want Nick here. Me go, oh, also guys, tomorrow's my mom's birthday. You know what I mean? They're there to see me run from an FBI agent, you know what I mean? So.",628
